Name,Price,Price (Value),City,Distance,Distance (Value),Year,Category,Sub-Category
Mitsubishi Pajero V6 3.4,"Rs.  2,800,000",2800000, Rawalpindi,"150,000 km",150000,1997,Cars,Mitsubishi
Mitsubishi Lancer 1.3 Manual,"Rs.  1,290,000",1290000, Lahore,"245,000 km",245000,2004,Cars,Mitsubishi
Mitsubishi Galant 2005 Top Of the line 100% Original,"Rs.  2,175,000",2175000, Karachi,"68,000 km",68000,2005,Cars,Mitsubishi
Mitsubishi lancer model 1992,"Rs.  230,000",230000, Karachi,"9,999 km",9999,1992,Cars,Mitsubishi
MITSUBISHI LANCER 1.6 AUTOMATIC FAMILY USED CAR,"Rs.  1,575,000",1575000, Islamabad,"188,000 km",188000,2005,Cars,Mitsubishi
"*MITSUBISHI EK CUSTOM*

*MODEL 2015*
*REGISTERED","Rs.  2,250,000",2250000, Karachi,"97,000 km",97000,2015,Cars,Mitsubishi
mitsubishi lancer glx 1.3,"Rs.  1,280,000",1280000, Peshawar,"224,000 km",224000,2005,Cars,Mitsubishi
(Lucky Number)Mitsubishi lancer GL 1.3,"Rs.  1,450,000",1450000, Faisalabad,"123,456 km",123456,2006,Cars,Mitsubishi
Mitsubishi mini pjaro 1998 ampot 2008 original book fail mising hai,"Rs.  850,000",850000, Lahore,"25,632 km",25632,1998,Cars,Mitsubishi
Mitsubishi lancer 1998,"Rs.  1,000,000",1000000, Karachi,"123,456 km",123456,1998,Cars,Mitsubishi
Mitsubishi Pajero Exceed,"Rs.  2,250,000",2250000, Burewala,150 km,150,1992,Cars,Mitsubishi
Mitsubishi Lancer 1.5GLX AUTOMATIC in Good Condition,"Rs.  1,350,000",1350000, Karachi,"108,000 km",108000,2006,Cars,Mitsubishi
Mitsubishi Lancer 2005 GLX 1.3 MT,"Rs.  1,365,000",1365000, Wah,"300,000 km",300000,2005,Cars,Mitsubishi
Mitsubishi RVR,"Rs.  3,600,000",3600000, Karachi,20 km,20,2013,Cars,Mitsubishi
Mitsubishi pajaro junior,"Rs.  1,250,000",1250000, Kohat,"200,000 km",200000,1996,Cars,Mitsubishi
Mitsubishi L200 dubelcabin,"Rs.  1,000,000",1000000, Lahore,"70,000 km",70000,1996,Cars,Mitsubishi
Mitsubishi EK wagon 660cc 2007 in soan gardens,"Rs.  1,450,000",1450000, Islamabad,"165,000 km",165000,2007,Cars,Mitsubishi
"Mitsubishi 2012,16","Rs.  1,295,000",1295000, Wazirabad,"155,000 km",155000,2012,Cars,Mitsubishi
Mitsubishi lancer,"Rs.  450,000",450000, Lahore,"200,000 km",200000,1987,Cars,Mitsubishi
Mitsubishi lancer 2005 Urgent sale,"Rs.  1,275,000",1275000, Karachi,"135,000 km",135000,2005,Cars,Mitsubishi
Mitsubishi Pajero 4x4. Neat and clean Pajero,"Rs.  2,800,000",2800000, Punjab,"200,000 km",200000,1997,Cars,Mitsubishi
Mitsubishi lancer glx full options,"Rs.  1,260,000",1260000, Lahore,"114,213 km",114213,2006,Cars,Mitsubishi
Mitsubishi Mini Pajero 2000/2007. . . Auto,"Rs.  1,000,000",1000000, Karachi,"1,000 km",1000,2000,Cars,Mitsubishi
Mitsubishi Lancer 2007 First owner,"Rs.  1,390,000",1390000, Karachi,"135,000 km",135000,2007,Cars,Mitsubishi
MITSUBISHI TOPPO 660 cc,"Rs.  1,650,000",1650000, Lahore,"150,000 km",150000,2016,Cars,Mitsubishi
Mitsubishi L200 pick-up engine 2500 cc. A. C is working,"Rs.  800,000",800000, Rawalpindi,"55,000 km",55000,1994,Cars,Mitsubishi
Mitsubishi pajero 2.7 patrol automatic,"Rs.  1,910,000",1910000, Rawalpindi,"160,000 km",160000,2012,Cars,Mitsubishi
Mitsubishi lancer 1.5L automatic,"Rs.  1,400,000",1400000, Quetta,"90,000 km",90000,2006,Cars,Mitsubishi
Mitsubishi minicab 660cc Import 2017.,"Rs.  1,495,000",1495000, Lahore,"142,000 km",142000,2012,Cars,Mitsubishi
Mitsubishi minicab,"Rs.  950,000",950000, Karachi,"145,000 km",145000,2008,Cars,Mitsubishi
Mitsubishi Lancer 1.5 - Home used Car,"Rs.  1,250,000",1250000, Lahore,"120,000 km",120000,2007,Cars,Mitsubishi
Mitsubishi I 2008/2013,"Rs.  1,325,000",1325000, Lahore,"100,000 km",100000,2008,Cars,Mitsubishi
Mitsubishi Pajero | 7 Seater | 2000 CC,"Rs.  1,250,000",1250000, Islamabad,"100,000 km",100000,1990,Cars,Mitsubishi
"Mitsubishi Mini Pajero 1100cc model 1999, Quota 2007","Rs.  1,100,000",1100000, Abbottabad,"10,000 km",10000,1999,Cars,Mitsubishi
Mitsubishi mini Pajero 1995,"Rs.  1,150,000",1150000, Islamabad,"155,000 km",155000,1995,Cars,Mitsubishi
Mitsubishi pajero exceed,"Rs.  1,550,000",1550000, Karachi,"200,000 km",200000,1985,Cars,Mitsubishi
mitsubishi Lancer japanese import 2006/2011 1st owner,"Rs.  1,625,000",1625000, Karachi,"78,000 km",78000,2006,Cars,Mitsubishi
Mitsubishi Lancer 2005,"Rs.  1,250,000",1250000, Islamabad,"200,000 km",200000,2005,Cars,Mitsubishi
Mitsubishi Minica 2004,"Rs.  950,000",950000, Karachi,"200,000 km",200000,2004,Cars,Mitsubishi
Mitsubishi L200 2016,"Rs.  1,799,000",1799000, Karachi,"100,000 km",100000,2016,Cars,Mitsubishi
Mitsubishi ek wagon 2016 registered.,"Rs.  1,785,000",1785000, Rawalpindi,"110,000 km",110000,2016,Cars,Mitsubishi
Mitsubishi Mini Pajero,"Rs.  850,000",850000, Karachi,"143,000 km",143000,1995,Cars,Mitsubishi
Mitsubishi Lancer Evolution 7,"Rs.  4,600,000",4600000, Karachi,"25,000 km",25000,2006,Cars,Mitsubishi
Mitsubishi Pajero Model 1990 Import 2014,"Rs.  1,400,000",1400000, Peshawar,"200,000 km",200000,1990,Cars,Mitsubishi
Mitsubishi Galant E52 Ac Sunroof 1994 Final Price,"Rs.  650,000",650000, Lahore,"117,856 km",117856,1994,Cars,Mitsubishi
Mitsubishi Mirage 2014/2017,"Rs.  2,250,000",2250000, Lahore,"97,734 km",97734,2014,Cars,Mitsubishi
Mitsubishi Mirage 2012/15 Top of the line package push start,"Rs.  2,170,000",2170000, Karachi,"150,000 km",150000,2012,Cars,Mitsubishi
Mitsubishi Lancer 1993 GL 1300cc,"Rs.  495,000",495000, Gujranwala,"49,452 km",49452,1993,Cars,Mitsubishi
Mitsubishi Lancer 1990 model contact no 03217215581 price,"Rs.  585,000",585000, Lahore,600 km,600,1990,Cars,Mitsubishi
MITSUBISHI EK WAGON 13/15,"Rs.  1,770,000",1770000, Rawalpindi,"115,000 km",115000,2013,Cars,Mitsubishi
mitsubishi pajero,"Rs.  1,400,000",1400000, Karachi,"158,099 km",158099,1984,Cars,Mitsubishi
mitsubishi ek wagon,"Rs.  3,000,000",3000000, Punjab,"19,000 km",19000,2020,Cars,Mitsubishi
Mitsubishi pajero 1993 islamabad,"Rs.  2,600,000",2600000, Islamabad,1 km,1,1993,Cars,Mitsubishi
Mitsubishi Minica 2 door Exchange possible Toyota Corolla Gli,"Rs.  1,250,000",1250000, Karachi,"94,000 km",94000,2010,Cars,Mitsubishi
Mitsubishi Lancer- 2005,"Rs.  1,575,000",1575000, Lahore,"121,000 km",121000,2005,Cars,Mitsubishi
Mitsubishi Lancer 1993,"Rs.  425,000",425000, Lahore,"100,000 km",100000,1993,Cars,Mitsubishi
Mitsubishi ek wagon 2019 import 2022 reg 2023,"Rs.  2,899,999",2899999, Karachi,"36,000 km",36000,2019,Cars,Mitsubishi
Mitsubishi 2004 good condition,"Rs.  1,350,000",1350000, Wah,"96,850 km",96850,2004,Cars,Mitsubishi
Mitsubishi Pajero 5 door,"Rs.  1,300,000",1300000, Karachi,39 km,39,1989,Cars,Mitsubishi
Mitsubishi EK Space Excellent Condition,"Rs.  2,350,000",2350000, Rawalpindi,"36,000 km",36000,2016,Cars,Mitsubishi
Mitsubishi Pajero 2.5 D,"Rs.  1,695,000",1695000, Lahore,"155,000 km",155000,1989,Cars,Mitsubishi
Mitsubishi Lancer,"Rs.  750,000",750000, Chiniot,"200,000 km",200000,1989,Cars,Mitsubishi
Mitsubishi lancer 2005 1.3 super saloon GLX,"Rs.  1,420,000",1420000, Islamabad,"240,000 km",240000,2005,Cars,Mitsubishi
Mitsubishi MiniCab 660cc,"Rs.  1,400,000",1400000, Karachi,"113,000 km",113000,2013,Cars,Mitsubishi
Mitsubishi Ek Wagon G 2014,"Rs.  1,860,000",1860000, Karachi,"81,000 km",81000,2014,Cars,Mitsubishi
mitsubishi lancer,"Rs.  290,000",290000, Karachi,1 km,1,1993,Cars,Mitsubishi
Mitsubishi lancer 2000 cc sport,"Rs.  410,000",410000, Karachi,"110,250 km",110250,1993,Cars,Mitsubishi
Mitsubishi Lancer 1998,"Rs.  1,000,000",1000000, Karachi,"123,456 km",123456,1998,Cars,Mitsubishi
mitsubishi lancer,"Rs.  1,350,000",1350000, Lahore,123 km,123,2006,Cars,Mitsubishi
Mitsubishi Galant 1992 for sale,"Rs.  620,000",620000, Lahore,"200,000 km",200000,1993,Cars,Mitsubishi
Mitsubishi Lancer 2006/2012,"Rs.  1,825,000",1825000, Sialkot,"95,000 km",95000,2006,Cars,Mitsubishi
Mitsubishi galant 1992,"Rs.  250,000",250000, Karachi,"655,588 km",655588,1992,Cars,Mitsubishi
Mitsubishi Mirage for sale,"Rs.  2,230,000",2230000, Rawalpindi,"103,000 km",103000,2012,Cars,Mitsubishi
mitsubishi lancer 1989 model for sale,"Rs.  350,000",350000, Punjab,"8,000 km",8000,1989,Cars,Mitsubishi
Mitsubishi Pajero,"Rs.  2,300,000",2300000, Karachi,"150,000 km",150000,1993,Cars,Mitsubishi
mitsubishi pajero  exceed antique condition 2017 auction,"Rs.  1,885,000",1885000, Punjab,"147,000 km",147000,1990,Cars,Mitsubishi
Mitsubishi Lancer 1990,"Rs.  400,000",400000, Hyderabad,"999,999 km",999999,1990,Cars,Mitsubishi
"*(SUV)*
*MITSUBISHI RVR (4x4)*
*MODEL 2013 REGISTEREDR2016*","Rs.  3,600,000",3600000, Karachi,"150,000 km",150000,2013,Cars,Mitsubishi
Mitsubishi EK Wagon  2017,"Rs.  2,550,000",2550000, Karachi,"40,000 km",40000,2017,Cars,Mitsubishi
Mitsubishi EK Wagon 2019,"Rs.  3,325,000",3325000, Karachi,"10,651 km",10651,2019,Cars,Mitsubishi
Mitsubishi lancer,"Rs.  1,020,000",1020000, Karachi,"100,000 km",100000,2005,Cars,Mitsubishi
Mitsubishi Lancer 2006/2012 in Mint Condition,"Rs.  1,420,000",1420000, Karachi,"132,500 km",132500,2012,Cars,Mitsubishi
Mitsubishi EKx,"Rs.  4,000,000",4000000, Lahore,"25,000 km",25000,2021,Cars,Mitsubishi
Mitsubishi Ek Wagon 2014/18,"Rs.  2,300,000",2300000, Karachi,"65,000 km",65000,2014,Cars,Mitsubishi
Mitsubishi Lancer 1.3 Manual,"Rs.  975,000",975000, Karachi,"125,000 km",125000,2004,Cars,Mitsubishi
Mitsubishi Boss 2008 GL in excellent condition,"Rs.  1,500,000",1500000, Karachi,"346,879 km",346879,2008,Cars,Mitsubishi
Mitsubishi lancer for sale,"Rs.  1,375,000",1375000, Faisalabad,"230,000 km",230000,2005,Cars,Mitsubishi
Mitsubishi Pajero Exceed 2.8D 5 Door,"Rs.  3,000,000",3000000, Karachi,"100,000 km",100000,1998,Cars,Mitsubishi
Mitsubishi EK Wagon EE Assist,"Rs.  2,500,000",2500000, Lahore,"76,400 km",76400,2016,Cars,Mitsubishi
Mini Pijaro (Mitsubishi) 660cc,"Rs.  920,000",920000, Karachi,"139,000 km",139000,1996,Cars,Mitsubishi
mitsubishi mirage,"Rs.  1,725,000",1725000, Karachi,"165,000 km",165000,2012,Cars,Mitsubishi
"Mitsubishi Pajero mini 1997/2006, Islamabad registered","Rs.  1,050,000",1050000, Islamabad,"150,000 km",150000,1997,Cars,Mitsubishi
Mitsubishi pajero,"Rs.  1,300,000",1300000, Lahore,"100,000 km",100000,1991,Cars,Mitsubishi
"Mitsubishi Lancer, best engine and body, family car","Rs.  490,000",490000, Faisalabad,"105,000 km",105000,1991,Cars,Mitsubishi
mitsubishi pajero 1986,"Rs.  750,000",750000, Mardan,"123,456 km",123456,1986,Cars,Mitsubishi
Mitsubishi Mini Pajero,"Rs.  1,200,000",1200000, Rawalpindi,"30,000 km",30000,2007,Cars,Mitsubishi
"1986 Mitsubishi Pajero - Clean, Good Condition","Rs.  1,200,000",1200000, Islamabad,"250,000 km",250000,1986,Cars,Mitsubishi
Mitsubishi 4*4 3 door Pajero,"Rs.  1,300,000",1300000, Lahore,"10,000 km",10000,1986,Cars,Mitsubishi
Mitsubishi Galant,"Rs.  1,075,000",1075000, Bahawalpur,"12,345 km",12345,1998,Cars,Mitsubishi
Mitsubishi for sell,"Rs.  2,050,000",2050000, Karachi,"175,000 km",175000,2017,Cars,Mitsubishi
Mitsubishi lancer sunroof,"Rs.  750,000",750000, Rawalpindi,"140,000 km",140000,1997,Cars,Mitsubishi
Mitsubishi Galant 1.8 Vx Automatic,"Rs.  1,600,000",1600000, Karachi,"200,000 km",200000,1999,Cars,Mitsubishi
Mitsubishi galant for sale barand new car,"Rs.  975,000",975000, Kamalia,"150,000 km",150000,1992,Cars,Mitsubishi
Mitsubishi cedia evo,"Rs.  1,650,000",1650000, Khyber Pakhtunkhwa,"126,000 km",126000,2000,Cars,Mitsubishi
Mitsubishi Lancer for SALE,"Rs.  1,700,000",1700000, Lahore,"125,000 km",125000,2011,Cars,Mitsubishi
Mitsubishi Mirage 2014,"Rs.  2,085,000",2085000, Karachi,"150,540 km",150540,2014,Cars,Mitsubishi
Mitsubishi ek wagon 2017,"Rs.  2,425,000",2425000, Punjab,"85,000 km",85000,2017,Cars,Mitsubishi
MITSUBISHI EK X NISSAN DAY HIGHWAY STAR,"Rs.  3,975,000",3975000, Lahore,"11,400 km",11400,2019,Cars,Mitsubishi
Mitsubishi mincab GL total genuine pant,"Rs.  1,525,000",1525000, Multan,"65,000 km",65000,2014,Cars,Mitsubishi
Mitsubishi,"Rs.  1,550,000",1550000, Multan,"95,000 km",95000,2013,Cars,Mitsubishi
Mitsubishi pajero Exceed,"Rs.  1,700,000",1700000, Karachi,1 km,1,1991,Cars,Mitsubishi
Mitsubishi Lancer,"Rs.  1,615,000",1615000, Karachi,"251,000 km",251000,1994,Cars,Mitsubishi
Mitsubishi lancer 1986,"Rs.  320,000",320000, Lahore,1 km,1,1986,Cars,Mitsubishi
Mitsubishi Pajero,"Rs.  2,600,000",2600000, Lahore,234 km,234,1997,Cars,Mitsubishi
Mitsubishi Lancer GLX 1.6 2008 Automatic,"Rs.  1,500,000",1500000, Karachi,"100,000 km",100000,2008,Cars,Mitsubishi
MITSUBISHI MINI PEJARO 2012 MODEL AND 2018IMPORT,"Rs.  2,050,000",2050000, Rawalpindi,"122,000 km",122000,2012,Cars,Mitsubishi
Mitsubishi Galant,"Rs.  570,000",570000, Pattoki,"60,000 km",60000,1993,Cars,Mitsubishi
Mitsubishi Lancer 2005 1.6,"Rs.  1,500,000",1500000, Islamabad,"164,272 km",164272,2005,Cars,Mitsubishi
Mitsubishi Ek Wagon 2007,"Rs.  1,550,000",1550000, Islamabad,"210,986 km",210986,2007,Cars,Mitsubishi
Mitsubishi Mirage better than alto cultus vits mira  days,"Rs.  1,900,000",1900000, Karachi,"114,000 km",114000,2012,Cars,Mitsubishi
Mitsubishi MiniCab Same as Suzuki Every,"Rs.  1,820,000",1820000, Karachi,"8,000 km",8000,2021,Cars,Mitsubishi
Mitsubishi lancer,"Rs.  1,000,000",1000000, Lahore,12 km,12,1993,Cars,Mitsubishi
Mitsubishi Lancer 2004-2005,"Rs.  1,195,000",1195000, Karachi,"198,000 km",198000,2004,Cars,Mitsubishi
Mitsubishi i roar 660cc automatic,"Rs.  2,500,000",2500000, Lahore,"58,000 km",58000,2021,Cars,Mitsubishi
Mitsubishi lancer 2005 auto,"Rs.  1,250,000",1250000, Punjab,123 km,123,2005,Cars,Mitsubishi
Mitsubishi Monicab bravo,"Rs.  1,425,000",1425000, Rawalpindi,123 km,123,2013,Cars,Mitsubishi
Mitsubishi Lancer SR For Sale,"Rs.  1,525,000",1525000, Islamabad,"100,000 km",100000,2004,Cars,Mitsubishi
Mitsubishi Pajero 1998,"Rs.  3,500,000",3500000, Islamabad,"100,000 km",100000,1998,Cars,Mitsubishi
Mitsubishi lancer glx,"Rs.  1,400,000",1400000, Rawalpindi,"180,000 km",180000,2005,Cars,Mitsubishi
Mitsubishi chariot 1997 model 2013 registered peshawar,"Rs.  1,950,000",1950000, Swabi,"200,000 km",200000,1997,Cars,Mitsubishi
Mitsubishi pajero 5 Door automatic,"Rs.  1,399,000",1399000, Karachi,"123,456 km",123456,1984,Cars,Mitsubishi
Mitsubishi minica,"Rs.  1,350,000",1350000, Islamabad,"85,000 km",85000,2008,Cars,Mitsubishi
Mitsubishi Ek Wagon (650 cc),"Rs.  1,700,000",1700000, Islamabad,"88,000 km",88000,2007,Cars,Mitsubishi
"Mitsubishi Lancer 1992 ,  just buy and drive","Rs.  250,000",250000, Karachi,"100,000 km",100000,1992,Cars,Mitsubishi
Mitsubishi Miraj 13/15,"Rs.  2,150,000",2150000, Sialkot,"134,000 km",134000,2013,Cars,Mitsubishi
Mitsubishi Pajero mini,"Rs.  1,325,000",1325000, Gujranwala,"124,000 km",124000,1999,Cars,Mitsubishi
Mitsubishi Pajero 3 door 1995 model 2020 army action total genuine,"Rs.  1,475,000",1475000, Islamabad,"77,000 km",77000,1995,Cars,Mitsubishi
Mitsubishi Minica,"Rs.  1,250,000",1250000, Karachi,160 km,160,2007,Cars,Mitsubishi
Mitsubishi lancer automatic model 2005 japnese,"Rs.  1,185,000",1185000, Karachi,"1,234 km",1234,2005,Cars,Mitsubishi
Mitsubishi lancer 1.3,"Rs.  1,250,000",1250000, Lahore,"200,000 km",200000,2006,Cars,Mitsubishi
Mitsubishi EK wagon 2014,"Rs.  1,725,000",1725000, Karachi,"80,000 km",80000,2014,Cars,Mitsubishi
MITSUBISHI TOPPO 660cc,"Rs.  1,700,000",1700000, Lahore,"150,000 km",150000,2016,Cars,Mitsubishi
mitsubishi pajero registration 2013 all ok,"Rs.  2,500,000",2500000, Karachi,"24,500 km",24500,1995,Cars,Mitsubishi
mitsubishi lancer 92 model sale or exchange,"Rs.  580,000",580000, Abbottabad,"12,345 km",12345,1992,Cars,Mitsubishi
Mitsubishi lancer,"Rs.  600,000",600000, Rawalpindi,"250,000 km",250000,1989,Cars,Mitsubishi
Mitsubishi Lancer 1994 manual,"Rs.  650,000",650000, Pakpattan,"979,797 km",979797,1994,Cars,Mitsubishi
Mitsubishi lancer,"Rs.  850,000",850000, Gujrat,"123,456 km",123456,1997,Cars,Mitsubishi
Mitsubishi minicab bravo,"Rs.  1,150,000",1150000, Narowal,"85,000 km",85000,2012,Cars,Mitsubishi
Mitsubishi mini pajero,"Rs.  2,500,000",2500000, Jhelum,"70,000 km",70000,2016,Cars,Mitsubishi
Mitsubishi L200,"Rs.  1,700,000",1700000, Mansehra,700 km,700,2005,Cars,Mitsubishi
Mitsubishi-i 660-cc(80% Genuine),"Rs.  1,265,000",1265000, Lahore,"120,000 km",120000,2006,Cars,Mitsubishi
Mitsubishi Mini Pajero model 2007 660cc turbo,"Rs.  1,300,000",1300000, Karachi,"12,345 km",12345,2007,Cars,Mitsubishi
Mitsubishi Pajero Criusez For Sale,"Rs.  1,425,000",1425000, Sargodha,"148,000 km",148000,1986,Cars,Mitsubishi
Mitsubishi minicab,"Rs.  1,350,000",1350000, Lahore,"800,000 km",800000,2020,Cars,Mitsubishi
mitsubishi lancer GLI,"Rs.  1,300,000",1300000, Lahore,"200,000 km",200000,2005,Cars,Mitsubishi
Mitsubishi I minicab. bravo,"Rs.  1,150,000",1150000, Narowal,"85,000 km",85000,2012,Cars,Mitsubishi
Mitsubishi I MIVAC Roar Complete Vivace,"Rs.  1,695,000",1695000, Lahore,"119,000 km",119000,2013,Cars,Mitsubishi
Mitsubishi Mini Cab Bravo 2013/18,"Rs.  1,350,000",1350000, Gujranwala,"146,000 km",146000,2013,Cars,Mitsubishi
Mitsubishi Pajero Mini 2000,"Rs.  1,150,000",1150000, Karachi,"250,000 km",250000,2000,Cars,Mitsubishi
Mitsubishi ek space custom,"Rs.  2,200,000",2200000, Karachi,"53,000 km",53000,2018,Cars,Mitsubishi
Mitsubishi lancer model 92,"Rs.  220,000",220000, Karachi,999 km,999,1992,Cars,Mitsubishi
Mitsubishi Pajero 1992 model in good condition,"Rs.  830,000",830000, Lahore,"240,000 km",240000,1992,Cars,Mitsubishi
Mitsubishi Lancer Better option,"Rs.  1,370,000",1370000, Lahore,"240,000 km",240000,2004,Cars,Mitsubishi
Mitsubishi Manica 660cc,"Rs.  1,290,000",1290000, Lahore,"150,000 km",150000,2014,Cars,Mitsubishi
Mitsubishi pajero,"Rs.  1,700,000",1700000, Karachi,"336,565 km",336565,1988,Cars,Mitsubishi
Mitsubishi Lancer 1.5 2006/12,"Rs.  1,950,000",1950000, Lahore,"154,000 km",154000,2006,Cars,Mitsubishi
Mitsubishi eK Wagon 2019,"Rs.  3,500,000",3500000, Lahore,"7,000 km",7000,2019,Cars,Mitsubishi
Mitsubishi Toppo - EK Wagon,"Rs.  1,650,000",1650000, Islamabad,"163,724 km",163724,2011,Cars,Mitsubishi
Mitsubishi Pajero 3500cc 1993 model,"Rs.  3,400,000",3400000, Lahore,"80,000 km",80000,1993,Cars,Mitsubishi
mitsubishi Ek wagon,"Rs.  3,850,000",3850000, Islamabad,"31,672 km",31672,2019,Cars,Mitsubishi
Mitsubishi Pajero Exceed 2.8D Automatic,"Rs.  2,299,000",2299000, Khyber Pakhtunkhwa,"123,456 km",123456,1995,Cars,Mitsubishi
Mitsubishi for Sale 03001700660,"Rs.  1,000,000",1000000, Karachi,"150,000 km",150000,2008,Cars,Mitsubishi
mitsubishi ek wagon,"Rs.  3,575,000",3575000, Sialkot,"68,000 km",68000,2019,Cars,Mitsubishi
Mitsubishi Lancer,"Rs.  330,000",330000, Karachi,"2,000 km",2000,1994,Cars,Mitsubishi
Mitsubishi Minica 2 door Japanese Car for sale or Exchange,"Rs.  1,250,000",1250000, Punjab,"133,500 km",133500,2007,Cars,Mitsubishi
Mitsubishi Lancer evolution,"Rs.  4,750,000",4750000, Faisalabad,"141,000 km",141000,2005,Cars,Mitsubishi
Mitsubishi galant exchange possible,"Rs.  540,000",540000, Sargodha,"235,000 km",235000,1990,Cars,Mitsubishi
Mitsubishi,"Rs.  1,200,000",1200000, Karachi,125 km,125,2005,Cars,Mitsubishi
Mitsubishi Lancer 1298cc,"Rs.  450,000",450000, Lahore,"200,000 km",200000,1987,Cars,Mitsubishi
Mitsubishi Used Car 87 Model,"Rs.  450,000",450000, Lahore,"175,000 km",175000,1987,Cars,Mitsubishi
Mitsubishi lancer,"Rs.  1,120,000",1120000, Karachi,"100,000 km",100000,2005,Cars,Mitsubishi
Mitsubishi mirage 2015-18 (1.0) manul  Totally Genioun condition car,"Rs.  1,995,000",1995000, Hasan Abdal,"75,000 km",75000,2015,Cars,Mitsubishi
MITSUBISHI EK SPACE CUSTOM,"Rs.  2,000,000",2000000, Lahore,"62,000 km",62000,2019,Cars,Mitsubishi
Mitsubishi Galant Diesel 2.0 Turbo,"Rs.  1,250,000",1250000, Kamalia,"235,000 km",235000,2001,Cars,Mitsubishi
Mitsubishi Ek Wagon 2014 Model 2018 import Pearl white colour,"Rs.  1,985,000",1985000, Bahawalpur,"81,000 km",81000,2014,Cars,Mitsubishi
Mitsubishi Lancer 1991,"Rs.  260,000",260000, Karachi,"100,000 km",100000,1991,Cars,Mitsubishi
Mitsubishi lancer 1994,"Rs.  620,000",620000, Rawalpindi,11 km,11,1994,Cars,Mitsubishi
Mitsubishi Pajero 2800 diesel turbo,"Rs.  2,550,000",2550000, Lahore,"222,000 km",222000,1997,Cars,Mitsubishi
"Mitsubishi Pajero 1993, 2477cc","Rs.  2,200,000",2200000, Jhelum,"202,888 km",202888,1993,Cars,Mitsubishi
mitsubishi pajero mini 2001/2007 in Vvip condition exchange possible,"Rs.  1,255,000",1255000, Karachi,"12,345 km",12345,2007,Cars,Mitsubishi
MITSUBISHI LANCER 1992,"Rs.  705,000",705000, Karachi,"125,000 km",125000,1992,Cars,Mitsubishi
Mitsubishi lancer 2004/2005,"Rs.  1,300,000",1300000, Gujrat,"180,000 km",180000,2004,Cars,Mitsubishi
pajero mini  Mitsubishi,"Rs.  1,100,000",1100000, Islamabad,"338,506 km",338506,1995,Cars,Mitsubishi
Mitsubishi Mirage Interior clean Drive Outclass Brand New Condition,"Rs.  1,850,000",1850000, Karachi,"94,000 km",94000,2012,Cars,Mitsubishi
Mitsubishi pajero in mint condition,"Rs.  1,250,000",1250000, Khyber Pakhtunkhwa,"150,000 km",150000,1991,Cars,Mitsubishi
Mitsubishi i,"Rs.  1,525,000",1525000, Lahore,"139,000 km",139000,2007,Cars,Mitsubishi
mitsubishi lancer 1990 model,"Rs.  350,000",350000, Gujranwala,"100,000 km",100000,1990,Cars,Mitsubishi
Mitsubishi Lancer 2005 model white colour for sale,"Rs.  1,300,000",1300000, Dera Ghazi Khan,"78,000 km",78000,2004,Cars,Mitsubishi
Mitsubishi lancer,"Rs.  380,000",380000, Faisalabad,"100,000 km",100000,1989,Cars,Mitsubishi
Mitsubishi ek wagon,"Rs.  2,995,000",2995000, Lahore,"10,500 km",10500,2021,Cars,Mitsubishi
Family Car Mitsubishi Galant 1998 Excellent Condition VR4,"Rs.  1,500,000",1500000, Karachi,"175,000 km",175000,1998,Cars,Mitsubishi
Mitsubishi Galant in Mint Condition,"Rs.  1,400,000",1400000, Rawalpindi,"226,000 km",226000,2004,Cars,Mitsubishi
mitsubishi Lancer,"Rs.  1,225,000",1225000, Bahawalpur,"223,535 km",223535,2005,Cars,Mitsubishi
Mitsubishi mini pajero Model 2010  / Mira cultus swift city passo vitz,"Rs.  1,900,000",1900000, Karachi,"150,000 km",150000,2010,Cars,Mitsubishi
Mitsubishi mini pajero,"Rs.  1,100,000",1100000, Burewala,1 km,1,1999,Cars,Mitsubishi
MITSUBISHI PAJERO DIESIL MANUAL,"Rs.  1,295,000",1295000, Rawalpindi,"115,000 km",115000,1989,Cars,Mitsubishi
